produto,total_vendas,receita_total
LIMPEZA PESADA VEJA ORIGINAL COM ALCOOL 20%DESC 500ML,42251.0,501981.0
AMACIANTE CONCENTRADO DOWNY BRISA INTENSO DRA 1L,22686.0,499749.48
LIMPADOR MULTIUSO UAU LIMAO COM CANFORA SQZ 500ML,101811.99900000001,497331.95
SABAO LIQUIDO GIRANDO SOL ACAO TOTAL 2L,24800.0,495844.06
DETERGENTE LIQUIDO YPE NEUTRO DESC 10% 6X500ML,36661.0,495267.65
"SABAO EM PO ALA LAVANDA 1,6KG",31157.0,493890.43
TIRA MANCHA VANISH SUPER BARRA S/CLORO 75G,58446.66666,491492.73
SABAO EM PO ASSIM MICELAR TRIPLACAO 1.6KG,33681.0,489074.33
SABAO EM PO COQUEL NATUREZA LIMPA 800G,45163.035,488681.74
DETERGENTE LIQUIDO YPE CLEAR 5L,19620.0,486317.12
SABAO EM PO MINUANO MAXIMA PERFUMACAO 1.6KG,31469.0,486025.79
TIRA MANCHA GIRANDO SOL SEM CLORO 5L,19088.6,484817.89
AGUA SANITARIA BRILUX 1L,153541.0,481903.17
DESENGORDURANTE VEJA LIMAO 30% DESC GATILHO 500ML,21909.0,480949.34
SABAO EM PO BEM TE VI LAVANDA 800G,73832.0,477714.27
SABAO LIQUIDO ALA LAVANDA 700ML,64729.0,476786.91
AGUA SANITARIA SUPER CANDIDA 2L,64935.0,476029.9
AGUA SANITARIA DRAGAO 5L,63974.0,475041.12
SABAO LIQUIDO GUIMARAES COM BICARBONATO LAVANDA 5L,19066.0,473623.19
AMACIANTE CONCENTRADO DOWNY PERF COLLEC MISTICO FRASCO 450ML,36277.0,473084.28
TIRA MANCHA VANISH PO OXI ACTION CRYSTAL WHITE POTE 450G,13804.0,472776.49
DESENGORDURANTE VEJA COZINHA LIMAO SACHE REFIL 400ML,39598.0,471486.12
AMACIANTE CONCENTRADO COMFORT GLAMOUR FRASCO 500ML,37384.99996,471444.93
LIMPEZA PESADA VEJA ORIGINAL COM ALCCOL 20%DESC 1L,24883.0,467323.93
SABAO LIQUIDO TIXAN YPE MACIEZ 3L,15342.0,463923.2
"SABAO EM PO BEM TE VI COCO 1,6KG",37335.0,462094.79
LIMPADOR PERFUMADO CASA E PERFUME AMABLE 1L,44220.0,460990.72
SABAO LIQUIDO TIXAN YPE MACIEZ RF 900ML,37579.0,460888.38
AMACIANTE CONCENTRADO COMFORT PURO CUIDADO FRASCO 1L,19022.0,460835.95
AMACIANTE DILUIDO MINUANO CLASSICO 2L,43371.9999,459011.65
AMACIANTE CONCENTRADO DOWNY  BRISA DE VERAO SACHE400ML,43194.0,458167.0
SABAO LIQUIDO JUA SUPER CONCENTRADO 2L,26239.0,457005.44
ALVEJANTE BRILUX MULTI LV1L PG900ML 1L,113110.0,455504.36
SABAO EM PO BRILHANTE CUIDADO TOTAL 400G,74389.0,454657.03
AMACIANTE DILUIDO GIRANDO SOL ROSA 2L,53200.0,454531.34
"DESINFETANTE PINHO SOL ORIGINAL 1,75L",20177.0,453385.42
"SABAO EM PO TIXAN YPE MACIEZ CX LV1,6KG PG1,52KG",23771.0,453375.72
"SABAO EM PO BEM TE VI LAVANDA 1,6KG",36266.0,451839.68
SABAO EM PO BRILHANTE HIGIENE TOTAL 400G,75118.0,451640.01
LIMPADOR PERFUMADO UAU FLORES E SONHOS PROMO20% 1L,52388.0,450745.35
DESINFETANTE PINHO BRIL SILVESTRE PLUS 500ML,67284.505,449759.08
AMACIANTE DILUIDO VIDA MACIA GLICERINA E AMENDOAS FRASCO 1L,32460.0,448963.06
SABAO EM PO GIRANDO SOL OPTICAL WASH COCO BAUNILHA 1.6KG,34455.5,448409.18
OMO SABAO EM PO LAVAG PERF SC 4KG,7843.0,448189.22
AGUA SANITARIA BARRA 2L,85657.0,448015.01
AGUA SANITARIA SANTA CLARA GF 2L,70962.0,443240.02
SABAO LIQUIDO BRILHANTE LIMPEZA TOTAL 700ML,48189.79,440969.45
DETERGENTE LIQUIDO GOTA LIMPA NEUTRO 500ML,232250.0,438580.12
AMACIANTE DILUIDO COMFORT PURO CUIDADO FRASCO 1.8L,16805.0,438407.52
SABAO EM PO BEM TE VI COCO 800G,67257.0,436350.47
SABAO LIQUIDO AQUAFAST TERNURA 5L,13375.0,436335.17
SABAO LIQUIDO GIRANDO SOL HIPOALERGENICO 3L,17310.5,434254.21
LIMPADOR PERFUMADO AJAX FESTA DAS FLORES LAVANDA 500ML,62856.00004,434133.17
"AMACIANTE DILUIDO SONHO MAGIC GARRAFA LV2L PG1,6L",46471.0,433851.99
GENCO CLORO 3X1 MULTI-USO ACAO GRANULADO 10KG,2293.0,433533.45
AMACIANTE CONCENTRADO DOWNY BRISA SUAVE LV1 PG900ML 1L,19203.0,433482.46
SABAO EM PO TIXAN YPE SENSITIVE SC 4KG,11003.0,432610.27
SABAO LIQUIDO AQUAFAST FLORES BRANCAS E BAUNILHA 3L,19888.0,432443.64
SABAO EM PO GIRANDO SOL OPTICAL WASH CUIDA PROTEGE 800G,58599.0,429867.26
AGUA SANITARIA GIRANDO SOL VERDE 1L,109584.0,429841.2
DESENGORDURANTE CIF DERRETE GORDURA GATILHO 500ML,18712.34,427595.92
AMACIANTE CONCENTRADO YPE BLUE 500ML,41178.0,427455.45
DESINFETANTE GIRANDO SOL DESINF LAVANDA 2L,47141.002,427420.98
"TIRA MANCHA VANISH LAVANDA S/CLORO MULTIUSO 1,2L",18584.0,427122.55
"TIRA MANCHA VANISH GEL S/CLORO CRYSTAL WHITE REFIL 1,2L",18623.0,426577.76
DETERGENTE LIQUIDO GIRANDO SOL NEUTRO 500ML,189033.495,426360.72
LIMPADOR MULTIUSO UAU 3 EM 1 ACAO CLAREADORA SQZ 500ML,86629.0,425919.38
LIMPADOR MULTIUSO UAU FLORAL SQZ 500ML,86761.514,424531.13
SABAO EM PO GIRANDO SOL OPTICAL WASH AZUL FLORAL 7KG,9649.0,424129.96
SABAO LIQUIDO TIXAN YPE PRIMAVERA GTS10% 3L,15152.0,421247.71
ALVEJANTE GUIMARAES S/CLORO 5L,20897.0,419670.39
SABAO LIQUIDO URCA MAXX VERDE GARRAFA 3L,24040.0,418839.94
ALVEJANTE BRILUX MULTI 1L,97831.45,417023.19
DESINFETANTE PINHO SOL LIMAO 1L,26045.0,417016.11
LIMPADOR PERFUMADO CASA E PERFUME BELA FLORE 500ML,74845.0,416881.74
AGUA SANITARIA TRIEX VERDE 2L,80795.3,416122.64
LIMPADOR PERFUMADO UAU FLORES E SONHOS 500ML,80735.0,416034.53
DESINFETANTE BAK YPE LAVANDA 500ML,107012.0,415952.6
AMACIANTE CONCENTRADO UAU ROSAS E SEDUCAO 500ML,46314.0,415544.46
LIMPADOR PERFUMADO CASA E PERFUME BELA FLORE 1L,40066.0,414350.72
AGUA SANITARIA LIMPADUA 2L,83040.0,412980.12
SABAO LIQUIDO OMO CICLO RAPIDO ACAO CUIDADO 750ML,22748.0,412962.59
AMACIANTE CONCENTRADO YPE POR LOCCITANE BRESIL 1L,24287.0,410865.41
DESINFETANTE LYSOFORM BRUTO SUAVE 1L,24398.0,409778.4
"SABAO EM PO URCA CONCENTRADO SACHE 2,4KG",25188.5,409679.41
SABAO LIQUIDO OLA DELICADAS BEBE 500ML,23407.0,407992.72
LIMPADOR PERFUMADO UAU REQUINTE 500ML,78020.0,407441.38
SABAO EM PO TIXAN YPE PRIMAVERA LV1.6KG PG1.52KG 1.6KG,21196.0,404501.35
SABAO EM PO MINUANO MAXIMO CUIDADO 1.6KG,24841.2,403955.25
AMACIANTE CONCENTRADO YPE BLUE 1L,22235.0,403610.27
DETERGENTE LIQUIDO MINUANO MICELAR 500ML,173088.0,402916.05
SABAO EM PO YPE POWER ACT CX 800G,29661.0,399405.98
LIMPADOR PERFUMADO CASA E PERFUME MISTERIO DI AMORE 1L,38834.0,398937.3
LIMPADOR PERFUMADO CASA E PERFUME MISTERIO DI AMORE 500ML,70762.0,396472.89
AMACIANTE CONCENTRADO COMFORT  LAVANDA 900ML,21488.0,396421.95
LIMPADOR PERFUMADO CASA E PERFUME AMABLE 500ML,70626.0,395402.61
LIMPEZA PESADA AJAX FRESH LIMPEZA GERAL 500ML,37798.0,395028.68
LIMPADOR MULTIUSO UAU FLORES E FOLHAS 500ML,81620.99699999999,394578.06
AMACIANTE CONCENTRADO COMFORT BRISA ELEGANTE SC REFIL 900ML,21367.0,394477.57
ALVEJANTE VANISH GEL S/CLORO CRYSTAL WHITE 500ML,24840.0,394108.86
LAVA ROUPAS LIQ BRILHANTE HIG TOTAL C BIC D SOD GL 3000ML,11711.0,393429.86
AMACIANTE DILUIDO MON BIJOU MAIS PERFUME 5L,18070.0,392388.43
"SABAO LIQUIDO OMO CICLO RAPIDO ACAO TOTAL 1,4L",13301.0,391357.23
DETERGENTE LIQUIDO GIRANDO SOL NATURAL 500ML,173248.0,386587.94
DESINFETANTE PINHO SOL LAVANDA LV500ML PG450ML,45585.0,385849.51
DETERGENTE LIQUIDO ODD NEUTRO 500ML,171863.0,385039.06
AMACIANTE CONCENTRADO YPE POR LOCCITANE NINFA DAS AGUAS 1L,22800.0,384813.61
DESENGORDURANTE ECO SOLUTION LIMPA COZINHA 500ML,21054.0,383207.67
SABAO EM PO ALA CUIDADO DO COCO 1.6KG,24121.0,382373.7
DESINFETANTE GOTA LIMPA LAVANDA 5L,27139.0,378317.38
LIMPADOR MULTIUSO UAU ELIMINADOR DE ODORES SQZ 500ML,77201.0,378204.76
DESINFETANTE URCA LAVANDA 2L,57495.0,377845.5
SABAO EM PO MINUANO AZUL EMB ECONOMICA 800G,45786.0,376171.97
DESINFETANTE PINHO BRIL PLUS SILVESTRE 1L,32861.0,374430.1
SABAO EM PO BEM TE VI PERFUME DA NATUREZA 400G,125700.0,373296.69
LIMPADOR ESSENCIA COALA CEREJA E AVELA 120ML,25678.0,371796.33
"AMACIANTE CONCENTRADO DOWNY FRESCOR DA PRIMAVERA FRASCO 1,5L",11040.0,371659.94
LIMPADOR DE VIDRO VEJA VIDREX CRISTAL 30% DESC 500ML,16240.0,371031.71
"AMACIANTE CONCENTRADO DOWNY BRISA DE VERAO SACHE 1,2L",15011.0,370909.84
"SABAO EM PO TIXAN YPE ANTIBAC CX 1,6KG",18386.0,370573.24
LIMPEZA PESADA DIABO VERDE DESENTUPIDOR 1L,7370.0,370189.88
"SABAO LIQUIDO OMO CICLO RAPIDO ACAO ANTIODOR 1,4L",12422.0,369585.22
SABAO EM PO MINUANO ROXO 800G,37507.0,369205.5
SABAO LIQUIDO URCA LAVANDA 3L,21658.0,368910.63
AGUA SANITARIA TUBARAO 5L,36487.0,367657.4
"SABAO EM PO BRILHANTE  2,4KG",14251.0,366906.63
DETERGENTE LIQUIDO LIMPOL JABUTICABA 500ML,147894.993,365970.89
AGUA SANITARIA ECONOMICO BRANCO TOTAL 1L,123458.0,365791.27
ALVEJANTE AQUAFAST S/CLORO 2L,30458.89994,365174.59
LIMPADOR DE VIDRO VEJA VIDREX 20% DESC SQUEEZE 500ML,29693.0,363827.8
DESINFETANTE BAK YPE FLORAL 2L,33381.0,361718.77
AMACIANTE CONCENTRADO COMFORT LAVANDA FRASCO 500ML,28264.0,360347.41
SABAO LIQUIDO COALA CHA BRANCO 3L,13582.0,359356.99
SABAO LIQUIDO GIRANDO SOL GLICERINA 5L,8787.0,358711.57
"SABAO EM PO BRILHANTE LIMP TOTAL PCT GTS 150G 1,6KG",17300.0,358456.82
LIMPADOR MULTIUSO DESENGORDURANTE YPE SQUEEZE 500ML,76962.0,357837.46
SABAO LIQUIDO UAU COCO E VANILLA REFIL 750ML,35779.0,357751.85
AMACIANTE CONCENTRADO GIRANDO SOL HIPOALERGENICO 1.5L,15445.0,357083.97
LIMPADOR ESSENCIA COALA TALCO 120ML,24516.0,356090.38
AMACIANTE CONCENTRADO FOFO CONC AZUL TUDAO 500ML,36877.0,352616.23
"SABAO EM PO YPE POWER ACT CX 1,6KG",15628.0,351619.45
AMACIANTE CONCENTRADO UAU CARINHO E CONFORTO 500ML,39320.0,351121.08
SABAO LIQUIDO TIXAN YPE PRIMAVERA FRASCO 1L,23647.0,351005.42
LIMPADOR PERFUMADO VEJA PERFUMES LAVANDA DA FRANCA 1L,35090.999899999995,350448.32
AMACIANTE CONCENTRADO UAU ROSAS E SEDUCAO 1L,23205.999,350435.38
DETERGENTE LIQUIDO ODD CLEAR 500ML,155661.0,349901.22
DESINFETANTE PINHO BRIL BRISA DO MAR 1L,29520.0,346245.41
LIMPADOR ESSENCIA COALA BAMBU 120ML,23803.0,346154.84
TIRA MANCHA VANISH PO OXI ACTION MULTI POWER 450G,10017.0,346036.62
REMOVEDOR PERFECTO REMOVEX CONCENTRADO 2L,17079.0,346033.39
DESENGORDURANTE UAU COZINHA LIMAO SQUEEZE 500ML,36021.0,345013.05
ODORIZADOR DE ROUPAS COMFORT BOOM CRISTIAS EXPLOS FRESC 275G,18541.0,344432.37
LIMPADOR PERFUMADO CASA E PERFUME SENSAZIONE 1L,33105.0,343972.51
AMACIANTE CONCENTRADO DOWNY VERAO TROPICAL 750ML,20178.0,343405.19
SABAO LIQUIDO JUA SUPER CONCENTRADO 1L,37914.0,341693.27
SABAO LIQUIDO BRILHANTE HIG TOTAL 3L,17194.0,339195.32
AMACIANTE CONCENTRADO COMFORT BRISA ELEGANTE FRASCO 1L,14045.0,338603.63
AMACIANTE DILUIDO YPE PRO AZUL 7L,12733.0,338172.91
SABAO LIQUIDO BRILHANTE HIGIENE TOTAL 900ML,25498.0,337662.64
SABAO LIQUIDO COALA ORQUIDEA NEGRA 3L,12656.0,336193.31
LIMPADOR MULTIUSO UAU 3 EM 1 FLORES E FRESCOR SQZ 500ML,68463.99900000001,334617.52
AMACIANTE DILUIDO VIDA MACIA CAMOMILA 500ML,44489.0,333003.17
"ALVEJANTE VANISH GEL S/CLORO PARA ROUPAS COLORIDAS 1,5L",9903.0,332667.65
DETERGENTE LIQUIDO BRILUX NEUTRO 500ML,163151.0,332058.17
SABAO EM PO GIRANDO SOL OPTICAL WASH COCO BAUNILHA 800G,44977.0,330072.41
"AMACIANTE DILUIDO BABY SOFT TOQUE DE CARINHO REFIL  1,8L",44072.0,328878.33
SABAO EM PO GOTA LIMPA EQUILIBRIO 4KG,14008.0,328366.89
AMACIANTE CONCENTRADO DOWNY BRISA DE VERAO 350ML,34951.0,326721.38
AMACIANTE DILUIDO CANDURA CLASSICO GARRAFA 2L,46376.0,325911.24
AMACIANTE CONCENTRADO COMFORT ENERGIA FLORAL SC REFIL 900ML,18208.0,325306.87
AMACIANTE CONCENTRADO GIRANDO SOL COCO/BAUN  500ML,31918.0,324796.64
DESINFETANTE BAK YPE FLORAL 500ML,83862.0,324115.05
AMACIANTE CONCENTRADO AQUAFAST BRANCO TERNURA GTS 250ML 1.5L,19694.0,323651.97
LIMPADOR ESSENCIA COALA AMEIXA DOURADA 120ML,22240.0,322525.8
SABAO LIQUIDO AJU ORIENTAL 1900R00LL,31327.0,321719.71
DESINFETANTE LYSOFORM ORIGINAL SPRAY 360ML,10740.0,321300.5
"AMACIANTE CONCENTRADO COMFORT BRISA ELEGANTE FRASCO 1,5L",10969.0,321145.51
DESINFETANTE PINHO BRIL FLORES DE LIMAO 1L,27282.0,320644.19
SABAO EM PO URCA CONCENTRADO SACHE 4KG,12960.0,320244.95
AGUA SANITARIA ZUPP 2L,54234.0,320137.33
"AGUA SANITARIA SUPER GLOBO LV2L PG1,8L 2L",54028.0,320134.84
DESENGORDURANTE CIF COZINHA GATILHO 500ML,14709.0,319745.52
"TIRA MANCHA VANISH GEL S/CLORO MULTIUSO CRYSTAL WHITE 1,5L",9351.0,319472.96
TIRA MANCHA VANISH PO S/CLORO OXI ACT CRYSTAL WHITE REF 240G,20650.33333,319357.84
SABAO LIQ ALA CUIDADO DO COCO SC REFIL 700ML,42380.0,317352.97
AMACIANTE DILUIDO AMACITEL MOMENTO CARINHO 2L,31124.0,316684.91
ALVEJANTE QBOA LAVANDA 1L,57601.0,316454.61
LIMPADOR MULTIUSO VEJA POWER FUSION SQUEEZE LARANJA 500ML,32250.0,316423.57
SABAO EM PO SONHO LAVANDA 400G,108645.0,315912.05
SABAO EM PO GOTA LIMPA HARMONIA 800G,56332.0,314927.68
"SABAO EM PO BRILHANTE DELIC TOTAL 1,6KG",14649.0,314155.07
DESINFETANTE PINHO BRIL SILVESTRE L500ML PG450ML 500ML,49280.0,313568.05
SABAO EM PO BRILHANTE LAVA ROUPA CUIDADO EXTRAORDINARIO 4KG,9195.0,313408.12
DETERGENTE LIQUIDO GOTA LIMPA MACA 500ML,164884.0,312842.31
DETERGENTE LIQUIDO YPE PRO 7L,10957.0,312739.18
AMACIANTE DILUIDO BABY SOFT TERNURA 2L,37713.0,312223.77
DESINFETANTE PINHO BRIL CAMPOS LAVANDA 500ML,46902.811,311436.98
LIMPEZA PESADA QBOA CLORO GEL LAVANDA 1L,26518.0,310083.51
LIMPADOR PERFUMADO CASA E PERFUME SENSAZIONE 500ML,55394.0,309582.28
AGUA SANITARIA MARINA 2L,58988.0,309258.85
TIRA MANCHA ANIL IMPERIAL COLMAN PEDRA 90G,11600.76,308978.88
SABAO LIQ SURF LAVANDA REFIL 900ML,27461.0,308889.63
ALVEJANTE AQUAFAST S/CLORO 5L,12720.0,308776.41
AGUA SANITARIA CLORAL 1L,129377.0,306898.66
AMACIANTE DILUIDO SOFT PLUS FLORAL  5L,16397.0,306271.73
LAVA ROUPAS LIQ BRILHANTE DELICADEZA TOTAL GALAO 3000ML,9198.0,304384.62
AMACIANTE DILUIDO SONHO MAGIC GARRAFA LV500ML PG450ML,82696.2,304006.93
LIMPADOR PERFUMADO CASA E PERFUME PASSIONE 1L,29459.0,303600.49
AMACIANTE CONCENTRADO UAU CARINHO E CONFORTO 1L,20270.999,302472.21
AMACIANTE CONCENTRADO GIRANDO SOL PAIXAO SECRETA 1L,17913.0,302240.04
LIMPADOR DE VIDRO JIMO AEROSSOL TUBO 400ML,15511.5,301435.61
AMACIANTE CONCENTRADO COMFORT HYDRA SERUM FRASCO 500ML,23606.0,301048.51
AGUA SANITARIA SUPREMA GF 1L,88303.0,300843.27
"AMACIANTE CONCENTRADO COMFORT PURO CUIDADO FRASCO 1,5L",10110.0,300840.92
SABAO LIQUIDO TIXAN YPE PRIMAVERA 5L,5897.0,300676.21
AMACIANTE DILUIDO GIRANDO SOL HIPOALERGENICO 2L,34262.0,300059.61
TIRA MANCHA VANISH GEL S/CLORO 500ML,18722.0,297050.57
LIMPADOR ESSENCIA COALA CAPIM LIMAO 120ML,20594.0,296087.61
AGUA SANITARIA TRIEX GALAO 5L,24526.0,294193.04
AGUA SANITARIA TUBARAO 2L,57944.0,294145.24
SABAO EM PO BEM TE VI PERFUME DAS FLORES 800G,45332.0,293781.18
SABAO LIQUIDO GIRANDO SOL ACAO TOTAL 5L,7305.0,292919.59
DESINFETANTE GIRANDO SOL TALCO 2L,32194.0,291592.49
AMACIANTE CONCENTRADO DOWNY PERF COLLEC MISTICO FRASCO 900ML,11806.0,291217.0
AMACIANTE DILUIDO YPE TERNURA 500 ML,72642.0,290657.5
ODORIZADOR DE ROUPA COMFORT BOOM EUFORIA FLORAL 275G,15615.0,289627.58
TIRA MANCHA ANIL COLMAN BRANQUEADOR POS LAVAGEM 200ML,10507.0,289578.62
LIMPADOR PERFUMADO CASA E PERFUME INTUIZIONE 500ML,51875.0,289286.06
"AMACIANTE CONCENTRADO AQUAFAST HARMONIA AZUL 1,5L",17460.0,288479.81
"AMACIANTE CONCENTRADO DOWNY BRISA DE VERAO GTS150ML FR 1,5L",9521.0,288428.28
AMACIANTE CONCENTRADO FOFO AZUL TUDAO 900ML,19830.0,288422.12
SABAO LIQUIDO TIXAN YPE MACIEZ FRASCO 1L,19410.0,288363.87
AMACIANTE DILUIDO GIRANDO SOL VERMELHO 2L,33654.392,288361.79
"KIT SABAO EM PO OMO 1,6KG + AMACIANTE CONC COMFORT 500ML",9563.0,287862.2
AMACIANTE CONCENTRADO YPE BLUE 900 ML,18396.0,286400.0
ARIEL LAVA ROUPAS LIQ CONC FR 2L,8493.0,284839.78
DESINFETANTE AQUAFAST LAVANDA 5L,17029.0,284275.21
DESINFETANTE SANOL LAVANDA 2L,41231.0,284250.85
AMACIANTE CONCENTRADO DOWNY HIPOALERGENICO FRASCO 450ML,21179.0,283741.4
SABAO EM PO SONHO MULTI ACAO 10 EM 1 400G,97620.0,282011.05
DESENGORDURANTE VEJA COZINHA LAVANDA GATILHO 20%DESC 500ML,19448.0,281805.96
AMACIANTE CONCENTRADO PERFUMADO UAU CHA BRANCO 900ML,18932.0,281274.45
DETERGENTE LIQUIDO LIMPOL NEUTRO PAGUE MENOS 6X500ML,21519.955,281144.94
DETERGENTE LIQUIDO AQUAFAST NEUTRO 5L,17178.0,280971.02
DESINFETANTE URCA FLORAL 2L,43093.0,280229.94
LIMPADOR PERFUMADO CASA E PERFUME PASSIONE 500ML,50546.0,279311.17
SABAO LIQUIDO OLA DELICADAS ORIGINAL 500ML,16171.0,279226.98
SABAO EM PO TIXAN YPE ANTIBAC CX 800G,24623.5,278960.14
REMOVEDOR PERFECTO REMOVEX CONCENTRADO 1L,24788.0,278926.85
"SABAO LIQUIDO OMO CICLO RAPIDO CUIDADO 1,4L",9395.0,278687.04
SABAO EM PO BEM TE VI ERVA DOCE 400G,94405.0,278444.06
SABAO LIQUIDO URCA MAXX AZUL GALAO 5L,12043.0,277780.82
AMACIANTE DILUIDO BABY SOFT TOQUE SEDUTOR 2L,33274.0,275896.07
SABAO EM PO ASSIM MICELAR TRIPLACAO 800G,36045.0,275049.22
AGUA SANITARIA TRIEX 2L,54453.0,274902.49
DETERGENTE LIQUIDO ODD COCO 500ML,121272.0,274404.05
DESENGORDURANTE EASY OFF LIMPA FORNO 250ML,10413.0,274195.88
AMACIANTE DILUIDO CANDURA CLASSICO GARRAFA 5L,16018.0,273966.15
AMACIANTE CONCENTRADO GIRANDO SOL AZUL 500ML,27395.0,273601.31
AMACIANTE CONCENTRADO COMFORT PURO CUIDADO OFERTA 500ML,23052.0,271968.29
AGUA SANITARIA IGUAL 1L,124425.0,270961.17
"ARIEL LAVA ROUPAS LIQ CLASSICO SC 1,5L",9079.0,270920.4
SABAO EM PO OMO BRANCO ABSOLUTO 360G,26088.0,270246.26
DESINFETANTE AQUAFAST PAIXAO 5L,16385.0,270228.14
AMACIANTE CONCENTRADO FOFO AZUL TUDAO 1.5L,14092.0,269343.45
DETERGENTE LIQUIDO BRILHALUMINIO TRADICIONAL 500ML,68790.32500000001,268435.06
"ALVEJANTE SUPREMA SEM CLORO ULTRA BRANQUEADOR 1,5L",25653.0,267520.94
DESINFETANTE UTILIS COALA P/HORTALICAS 300ML,23414.0,265425.66
AMACIANTE DILUIDO SONHO MAGIC GARRAFA 2L,23979.0,265321.43
AMACIANTE DILUIDO AMACITEL SONHOS ENCANTADOS 2L,26231.0,264613.16
SABAO LIQUIDO VIDA MACIA + KIT 1L AMACIANTE 2L,8502.0,264508.09
LIMPADOR PERFUMADO CASA E PERFUME INTUIZIONE NEW 1L,25438.0,264302.9
LIMPEZA PESADA AJAX FRESH BLUE CM 500ML,25350.0,264286.29
AMACIANTE CONCENTRADO UAU LAVANDA E FRESCOR 500ML,29883.0,264086.3
SABAO LIQUIDO LIMPA JA EVA 5L,15780.0,263802.2
"SABAO EM PO ASSIM TRIPLA ACAO 1,6KG",16204.0,263744.68
"SABAO EM PO MINUANO CONCENTRADO ROXO 1,6KG",14569.0,262489.95
DETERGENTE LIQUIDO BRILUX MACA 500ML,127823.0,260696.72
SABAO LIQUIDO ODD LAVAGEM COMPLETA 3L,11196.0,260696.01
SABAO EM PO MINUANO ROXO EMB ECONOMICA 800G,30918.0,260132.38
AGUA SANITARIA OLIMPO 5L,42259.0,260054.82
"SABAO EM PO BEM TE VI PERFUME DAS FLORES 1,6KG",20782.0,259507.89
SABAO LIQUIDO SURF 5EM1 LAVANDA GL 3L,9085.0,259199.65
AMACIANTE CONCENTRADO DOWNY AGUA FRESCA 1L,10701.0,258707.24
AMACIANTE DILUIDO VIDA MACIA AMENDOAS 500ML,34745.0,258077.25
"SABAO EM PO YPE POWER ACT CX 2,2KG",10056.0,257880.13
"AMACIANTE DILUIDO AMACITEL TOQUE DE POESIA PG1,8L LEVE 2L",27422.0,257833.88
SABAO LIQUIDO OESTE 2L,19934.0,257233.6
SABAO EM PO SONHO COCO 400G,88354.0,257115.43
SABAO LIQUIDO GUIMARAES MIL FLORES 3L,14326.0,255841.54
LAVA ROUPAS LIQ OMO 900ML R. FINAS E DELICADAS,13120.0,255790.39
DESINFETANTE AQUAFAST LAVANDA 2L,32052.0,255719.55
AMACIANTE DILUIDO GIRANDO SOL VERMELHO PAIXAO SECRETA 5L,13212.0,254710.0
REMOVEDOR SUPREMA TRAD 1L,23064.0,254313.62
SABAO EM PO GEO 1.6KG,19842.0,254263.3
AMACIANTE DILUIDO BABY SOFT TOQUE DE CUIDADO 2L,30806.0,253309.6
AMACIANTE DILUIDO MON BIJOU MAIS PROTECAO 1.7L,25818.0,253304.04
SABAO LIQUIDO GUIMARAES COM BICARBONATO LAVANDA 3L,14552.0,252837.91
LIMPADOR ESSENCIA VEJA CONCENTRADO AMETISTA LAVANDA 100ML,19441.0,252806.14
AMACIANTE CONCENTRADO UAU FLORES E SONHOS 500ML,28222.745000000003,252778.46
LAVA ROUPAS LIQ ALA 3L LAVANDA,8851.48,252731.86
AMACIANTE CONCENTRADO DOWNY AGUA FRESCA 500ML,19188.0,252033.49
LIMPADOR PERFUMADO UAU NATUREZA E HARMONIA 500ML,49375.0,251687.38
AGUA SANITARIA TEIU GF  1L,93976.786,251299.58
DESENGORDURANTE GIRANDO SOL COZINHA 500ML,51412.0,251085.46
AGUA SANITARIA LIMPO MAIS 1L,141152.0,250722.42
LIMPADOR MULTIUSO UAU 2 CLORO ATIVO + MULTIUSO LAV 3X500ML,15003.0,249988.23
DESINFETANTE GIRANDO SOL PINHO 2L,27741.5,249965.4
DETERGENTE LIQUIDO LIMPOL CRISTAL PAGUE MENOS 6X500ML,19155.0,249723.29
DESINFETANTE LYSOFORM AEROSOL LAVANDA 360ML,8467.0,249630.77
LIMPADOR ESSENCIA COALA CRAVO E CANELA 120ML,17278.0,248350.5
AGUA SANITARIA OLIMPO 2L,55044.0,248310.45
TIRA MANCHA VANISH PO S/CLORO OXI ACTION REFIL 240G,16134.0,247635.65
AMACIANTE DILUIDO COMFORT PROFISSIONAL 5L,7005.0,246787.14
SURF LAVA ROUPAS LIQ 5EM1 CUIDADO DO COCO GL 3L,8217.0,245823.97
AMACIANTE CONCENTRADO DOWNY BRISA SUAVE 350ML,28936.0,244597.32
DESINFETANTE LYSOFORM CITRUS 1L,15137.0,244244.2
SABAO EM PO TIXAN YPE SENSITIVE SC 8KG,3572.0,243960.83
SABAO EM PO ACE SACHE 800G,31632.0,241979.6
"AGUA SANITARIA BRILUX LV2L PG1,8L 2L",36385.0,241927.62
LIMPADOR ESSENCIA UAU CONCENTRADA ROSA E CHA BRANCO 130ML,16551.0,241029.81
"AMACIANTE CONCENTRADO DOWNY BRISA INTENSO PROMO 1,5L",7923.0,240528.54
DETERGENTE LIQUIDO TRIEX NEUTRO 500ML,127650.0,240494.32
DESINFETANTE AQUAFAST PAIXAO FRASCO 2L,30229.0,240372.43
ALVEJANTE QBOA FLORAL C/CLORO 1L,43889.776,240321.59
REMOVEDOR SUPREMA FLORATA 1L,21917.0,239971.54
DESINFETANTE URCA TRADICIONAL 2L,36547.0,239945.18
AGUA SANITARIA ZAB 1L,107407.0,238821.12
LIMPADOR PERFUMADO VEJA PERFUMES FLORES DO MEDIT FRASCO 1L,23983.0,238508.8
